,brand,color,gear,year,body,loc_1,usage,price
1663,پراید 131 EX,سفید صدفی,دنده‌ای,1383,دو لکه رنگ,تبریز,380000.0,22500000.0
1664,پژو 206 تیپ ۲,بژ,دنده‌ای,1384,چند لکه رنگ,مشهد,26000.0,35500000.0
1665,سمند LX ساده,سفید,دنده‌ای,1396,بدون رنگ,تهران,35000.0,78000000.0
1666,پراید 131 EX,نوک‌مدادی,دنده‌ای,1388,بدون رنگ,کرج,220000.0,29500000.0
1667,پراید 131 EX,نقره‌ای,دنده‌ای,1387,چند لکه رنگ,تهران,400.0,27500000.0
1668,پراید 111 SX,سفید,دنده‌ای,1395,دو لکه رنگ,شیراز,135000.0,44800000.0
1669,پژو پارس ساده,نقره‌ای,دنده‌ای,1384,چند لکه رنگ,کرج,15700.0,43000000.0
1670,پژو 206 تیپ ۵,سفید,دنده‌ای,1396,بدون رنگ,تهران,57500.0,93000000.0
1671,سمند LX EF7 گازسوز,زرد,دنده‌ای,1396,چند لکه رنگ,تهران,7400.0,72000000.0
1672,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1397,بدون رنگ,تهران,7000.0,83500000.0
1673,سمند LX EF7 بنزینی,سفید,دنده‌ای,1396,بدون رنگ,مشهد,55000.0,75000000.0
1674,پراید 111 SX,سفید,دنده‌ای,1395,بدون رنگ,کرج,65900.0,46500000.0
1675,پژو 206 تیپ ۲,سفید,دنده‌ای,1398,بدون رنگ,اهواز,0.0,49500000.0
1676,پژو 206 تیپ ۲,یشمی,دنده‌ای,1381,چند لکه رنگ,اصفهان,320.0,26000000.0
1677,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,مشهد,0.0,49500000.0
1678,پراید 111 EX,سفید,دنده‌ای,1395,یک لکه رنگ,اصفهان,90000.0,44000000.0
1679,پراید 131 SE,سفید,دنده‌ای,1396,دو لکه رنگ,رشت,60000.0,45000000.0
1680,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1396,بدون رنگ,تهران,70000.0,81500000.0
1681,پراید 131 EX,سفید,دنده‌ای,1392,یک لکه رنگ,تهران,270000.0,30000000.0
1682,پراید 111 SX,سفید,دنده‌ای,1395,چند لکه رنگ,کرج,40000.0,40000000.0
1683,پژو پارس ساده,سفید,دنده‌ای,1393,بدون رنگ,تهران,120.0,72000000.0
1684,پراید 111 SE,سفید,دنده‌ای,1394,بدون رنگ,تهران,80.0,45000000.0
1685,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1385,دو لکه رنگ,تهران,200000.0,41000000.0
1686,سمند LX EF7 گازسوز,سفید,دنده‌ای,1393,یک لکه رنگ,تهران,160000.0,74000000.0
1687,پژو 206 تیپ ۲,سفید,دنده‌ای,1395,بدون رنگ,مشهد,70000.0,75000000.0
1688,دنا معمولی 1700cc,سفید,دنده‌ای,1396,بدون رنگ,کرج,360.0,110000000.0
1689,پراید 131 SL,سفید,دنده‌ای,1395,دو لکه رنگ,اصفهان,90000.0,41500000.0
1690,پراید 131,سفید صدفی,دنده‌ای,1397,بدون رنگ,تهران,37000.0,48000000.0
1691,پژو 206 تیپ ۵,نقره‌ای,دنده‌ای,1395,یک لکه رنگ,تهران,80000.0,78000000.0
1692,پراید 131 دوگانه‌ سوز,نقره‌ای,دنده‌ای,1385,چند لکه رنگ,تهران,229.0,26800000.0
1693,پراید 131 SX,بژ,دنده‌ای,1390,بدون رنگ,تبریز,131000.0,35000000.0
1694,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1384,چند لکه رنگ,مشهد,240000.0,38000000.0
1695,پژو 206 تیپ ۵,سفید,دنده‌ای,1397,بدون رنگ,کرج,39000.0,100000000.0
1696,سمند LX EF7 بنزینی,سفید,دنده‌ای,1393,بدون رنگ,قم,154000.0,72500000.0
1697,پژو 405 GLX بنزینی,نوک‌مدادی,دنده‌ای,1395,یک لکه رنگ,تهران,90.0,68000000.0
1698,سمند LX EF7 گازسوز,سفید,دنده‌ای,1396,چند لکه رنگ,رشت,60000.0,88000000.0
1699,پراید 111 SX,سفید,دنده‌ای,1389,بدون رنگ,مشهد,110000.0,35000000.0
1700,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1397,یک لکه رنگ,کرج,60000.0,83000000.0
1701,سمند LX EF7 بنزینی,سفید,دنده‌ای,1388,بدون رنگ,تهران,200000.0,45000000.0
1702,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1386,چند لکه رنگ,تهران,150000.0,43700000.0
1703,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1388,بدون رنگ,اصفهان,200.0,52000000.0
1704,سمند LX EF7 گازسوز,خاکستری,دنده‌ای,1387,چند لکه رنگ,کرمانشاه,140.0,50000000.0
1705,پژو 405 GLX بنزینی,دلفینی,دنده‌ای,1395,بدون رنگ,اصفهان,90000.0,66000000.0
1706,جک S5 دنده‌ای,سفید,دنده‌ای,1396,بدون رنگ,کرمانشاه,360.0,228000000.0
1707,پژو 206 تیپ ۲,دلفینی,دنده‌ای,1391,دو لکه رنگ,تهران,160000.0,57000000.0
1708,سمند LX ساده,بژ,دنده‌ای,1385,یک لکه رنگ,مشهد,320000.0,33000000.0
1709,جک S5 اتوماتیک,سفید,اتوماتیک,1396,بدون رنگ,مشهد,360.0,258000000.0
1710,پراید 111 SE,سفید,دنده‌ای,1393,چند لکه رنگ,مشهد,130.0,41000000.0
1711,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1389,دو لکه رنگ,تهران,208000.0,53000000.0
1712,پراید 131 SE,نوک‌مدادی,دنده‌ای,1397,بدون رنگ,کرج,24000.0,46500000.0
1713,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1382,چند لکه رنگ,مشهد,11111.0,31000000.0
1714,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1382,چند لکه رنگ,اصفهان,0.0,29000000.0
1715,پراید 131 SX,سفید,دنده‌ای,1383,چند لکه رنگ,تهران,320000.0,17000000.0
1716,پژو 206 تیپ ۵,سفید,دنده‌ای,1393,بدون رنگ,مشهد,90000.0,75000000.0
1717,پراید 131 EX,نقره‌ای,دنده‌ای,1388,چند لکه رنگ,تبریز,213.0,30000000.0
1718,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,70000.0,45000000.0
1719,سمند LX EF7 بنزینی,خاکستری,دنده‌ای,1393,بدون رنگ,تهران,60000.0,78000000.0
1720,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,55.0,43000000.0
1721,پراید 131 EX,سفید,دنده‌ای,1389,دو لکه رنگ,اصفهان,200000.0,26200000.0
1722,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,بدون رنگ,مشهد,53000.0,81000000.0
1723,جک S5 اتوماتیک,سفید,اتوماتیک,1395,بدون رنگ,اصفهان,360.0,241000000.0
1724,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1382,چند لکه رنگ,کرج,123.0,25700000.0
1725,پراید 111 EX,سفید,دنده‌ای,1394,بدون رنگ,کرج,40000.0,42500000.0
1726,پراید 111 SX,سفید,دنده‌ای,1392,دو لکه رنگ,اصفهان,95000.0,36500000.0
1727,پژو پارس ساده,خاکستری,دنده‌ای,1384,دو لکه رنگ,تهران,200000.0,40500000.0
1728,پژو 405 GLX بنزینی,دلفینی,دنده‌ای,1397,بدون رنگ,تهران,25000.0,74000000.0
1729,پژو 206 تیپ ۲,سفید,دنده‌ای,1394,یک لکه رنگ,اصفهان,153300.0,70500000.0
1730,پژو 206 تیپ ۵,خاکستری,دنده‌ای,1397,بدون رنگ,مشهد,40000.0,103000000.0
1731,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1383,چند لکه رنگ,تهران,300.0,28000000.0
1732,پراید 131 EX,سرمه‌ای,دنده‌ای,1382,چند لکه رنگ,کرج,210000.0,17800000.0
1733,پژو 206 تیپ ۵,سفید صدفی,دنده‌ای,1394,دو لکه رنگ,تهران,150000.0,75000000.0
1734,پژو 405 GLX بنزینی,عنابی,دنده‌ای,1379,بدون رنگ,مشهد,300000.0,18800000.0
1735,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1390,چند لکه رنگ,اصفهان,306000.0,40000000.0
1736,پژو 206 تیپ ۲,سفید,دنده‌ای,1394,چند لکه رنگ,اهواز,180.0,68000000.0
1737,پراید 131 SL,سفید,دنده‌ای,1391,یک لکه رنگ,تهران,240000.0,31000000.0
1738,پژو 405 GLX بنزینی,آلبالویی,دنده‌ای,1380,چند لکه رنگ,اصفهان,111.0,25000000.0
1739,پژو 206 تیپ ۵,سفید,دنده‌ای,1393,یک لکه رنگ,کرج,120000.0,75000000.0
1740,پژو 206 تیپ ۵,سفید,دنده‌ای,1393,چند لکه رنگ,تهران,140000.0,68800000.0
1741,پراید 131 LE,سرمه‌ای,دنده‌ای,1383,بدون رنگ,تهران,190.0,21000000.0
1742,پراید 131 SE,سفید,دنده‌ای,1397,یک لکه رنگ,کرج,50000.0,47000000.0
1743,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,80000.0,44000000.0
1744,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1397,یک لکه رنگ,تهران,15000.0,84000000.0
1745,پراید 131,نوک‌مدادی,دنده‌ای,1392,بدون رنگ,مشهد,167.0,40000000.0
1746,پژو 206 تیپ ۲,سفید,دنده‌ای,1389,چند لکه رنگ,شیراز,230000.0,53000000.0
1747,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1389,چند لکه رنگ,کرج,250000.0,42000000.0
1748,پراید 131 EX,سفید,دنده‌ای,1395,چند لکه رنگ,شیراز,160000.0,37500000.0
1749,جک S5 اتوماتیک,سفید,اتوماتیک,1396,بدون رنگ,تبریز,360.0,273000000.0
1750,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1382,بدون رنگ,تهران,200000.0,23000000.0
1751,سمند LX EF7 بنزینی,سرمه‌ای,دنده‌ای,1392,دو لکه رنگ,تهران,76800.0,57500000.0
1752,پژو 206 تیپ ۵,سفید,دنده‌ای,1396,بدون رنگ,تهران,80000.0,93000000.0
1753,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1394,یک لکه رنگ,تهران,80000.0,60000000.0
1754,پژو 206 تیپ ۲,نقرآبی,دنده‌ای,1383,دو لکه رنگ,قم,350000.0,35000000.0
1755,تیبا صندوق‌دار EX,سفید,دنده‌ای,1395,بدون رنگ,اهواز,63000.0,5500000.0
1756,پراید 131 SE,نوک‌مدادی,دنده‌ای,1393,بدون رنگ,تهران,141.0,37500000.0
1757,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1390,یک لکه رنگ,قم,240000.0,44500000.0
1758,پژو 405 GLX بنزینی,بژ,دنده‌ای,1384,چند لکه رنگ,تهران,350000.0,30000000.0
1759,پراید 131 EX,سفید,دنده‌ای,1389,بدون رنگ,تهران,205.0,31500000.0
1760,پژو 405 GLX بنزینی,سرمه‌ای,دنده‌ای,1377,چند لکه رنگ,کرج,167778.0,16000000.0
1761,سمند LX ساده,مسی,دنده‌ای,1386,یک لکه رنگ,اصفهان,140000.0,40000000.0
1762,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1390,دو لکه رنگ,کرمانشاه,207000.0,37000000.0
1763,پراید 111 SE,سفید,دنده‌ای,1395,بدون رنگ,تهران,70000.0,46500000.0
1764,سمند LX ساده,سفید,دنده‌ای,1388,بدون رنگ,اهواز,0.0,45000000.0
1765,پژو 206 تیپ ۵,سفید صدفی,دنده‌ای,1393,یک لکه رنگ,تهران,87000.0,71000000.0
1766,سمند LX EF7 بنزینی,سفید صدفی,دنده‌ای,1393,بدون رنگ,مشهد,197000.0,67000000.0
1767,پژو 206 تیپ ۵,سفید,دنده‌ای,1396,بدون رنگ,اهواز,27000.0,92000000.0
1768,پراید 131 SE,سفید,دنده‌ای,1394,بدون رنگ,شیراز,130.0,42000000.0
1769,پژو 206 تیپ ۵,سفید,دنده‌ای,1395,بدون رنگ,تهران,160000.0,86000000.0
1770,پراید 131 EX,سفید,دنده‌ای,1385,دو لکه رنگ,اصفهان,1234.0,23000000.0
1771,پژو 206 تیپ ۲,سفید,دنده‌ای,1394,یک لکه رنگ,تبریز,107.0,76000000.0
1772,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1396,بدون رنگ,تهران,68000.0,69000000.0
1773,پژو 206 تیپ ۲,آبی,دنده‌ای,1391,بدون رنگ,شیراز,135000.0,60000000.0
1774,تیبا صندوق‌دار EX,سفید,دنده‌ای,1395,یک لکه رنگ,تهران,100000.0,46000000.0
1775,سمند LX ساده,نوک‌مدادی,دنده‌ای,1390,دو لکه رنگ,تهران,200000.0,52000000.0
1776,پراید 131 SE,سفید,دنده‌ای,1397,بدون رنگ,تهران,36.0,48000000.0
1777,پراید 131 SE,سفید,دنده‌ای,1395,بدون رنگ,کرج,67000.0,42000000.0
1778,پراید 131 SE,سفید,دنده‌ای,1397,بدون رنگ,تهران,70000.0,46000000.0
1779,پراید 131 EX,سفید,دنده‌ای,1379,بدون رنگ,تهران,80000.0,13700000.0
1780,سمند LX ساده,نقره‌ای,دنده‌ای,1385,چند لکه رنگ,تهران,250.0,35000000.0
1781,جک S5 اتوماتیک,سفید,اتوماتیک,1395,بدون رنگ,شیراز,360.0,248000000.0
1782,پراید 111 SE,سفید,دنده‌ای,1395,بدون رنگ,شیراز,0.0,48500000.0
1783,پراید 131 SL,نوک‌مدادی,دنده‌ای,1393,چند لکه رنگ,اهواز,0.0,37000000.0
1784,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1392,یک لکه رنگ,مشهد,138.0,48500000.0
1785,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,90000.0,44000000.0
1786,پژو 405 GLX بنزینی,دلفینی,دنده‌ای,1395,دو لکه رنگ,تهران,56000.0,65000000.0
1787,تیبا صندوق‌دار SX,مشکی,دنده‌ای,1396,یک لکه رنگ,تهران,85000.0,52000000.0
1788,پژو 206 تیپ ۲,آلبالویی,دنده‌ای,1396,بدون رنگ,تهران,51000.0,82000000.0
1789,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,مشهد,0.0,30000000.0
1790,پژو 405 GLX بنزینی,دلفینی,دنده‌ای,1396,یک لکه رنگ,تهران,85000.0,65000000.0
1791,پراید 131 دوگانه‌ سوز,نقره‌ای,دنده‌ای,1387,بدون رنگ,اصفهان,260.0,32500000.0
1792,پراید 111 EX,سفید,دنده‌ای,1395,دو لکه رنگ,تهران,68000.0,44000000.0
1793,پژو 206 تیپ ۵,سفید,دنده‌ای,1395,یک لکه رنگ,اهواز,8890.0,85000000.0
1794,پژو 206 تیپ ۲,گیلاسی,دنده‌ای,1394,بدون رنگ,کرج,81000.0,72000000.0
1795,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1391,بدون رنگ,اصفهان,200000.0,48500000.0
1796,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1383,چند لکه رنگ,کرج,363000.0,37500000.0
1797,پراید 131 SE,سفید,دنده‌ای,1397,بدون رنگ,تهران,27000.0,49000000.0
1798,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,قم,0.0,49000000.0
1799,پراید 111 SX,سفید,دنده‌ای,1396,بدون رنگ,مشهد,90000.0,48000000.0
1800,پراید 111 EX,سفید,دنده‌ای,1397,بدون رنگ,تهران,68000.0,46500000.0
1801,سمند LX EF7 بنزینی,سفید,دنده‌ای,1394,بدون رنگ,تهران,115000.0,76000000.0
1802,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1385,دو لکه رنگ,مشهد,300.0,44500000.0
1803,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,39000.0,44000000.0
1804,پراید 131 SE,سفید,دنده‌ای,1397,بدون رنگ,تهران,21000.0,49000000.0
1805,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,122.0,42700000.0
1806,پراید 111 SX,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,27900000.0
1807,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1393,چند لکه رنگ,تهران,220000.0,47000000.0
1808,جک S5 اتوماتیک,سفید,اتوماتیک,1395,بدون رنگ,شیراز,30000.0,255000000.0
1809,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,اهواز,0.0,48500000.0
1810,پراید 131 SX,سفید,دنده‌ای,1390,دو لکه رنگ,قم,263613.0,31000000.0
1811,پژو 206 تیپ ۲,سفید,دنده‌ای,1397,بدون رنگ,شیراز,18000.0,86000000.0
1812,پژو پارس ساده,سفید,دنده‌ای,1394,بدون رنگ,مشهد,0.0,59500000.0
1813,پراید 131 SX,سفید,دنده‌ای,1389,دو لکه رنگ,تهران,160000.0,25800000.0
1814,پژو پارس ساده,سفید,دنده‌ای,1392,بدون رنگ,تهران,11111.0,58000000.0
1815,پژو 405 GLX بنزینی,بژ,دنده‌ای,1383,چند لکه رنگ,تهران,200000.0,30000000.0
1816,پراید 131 SX,مشکی,دنده‌ای,1390,چند لکه رنگ,رشت,300.0,29000000.0
1817,پراید 131 SX,سفید,دنده‌ای,1397,بدون رنگ,تهران,35000.0,48300000.0
1818,پراید 131 SL,نقره‌ای,دنده‌ای,1390,بدون رنگ,تهران,220000.0,30000000.0
1819,جک S5 اتوماتیک,سفید,اتوماتیک,1397,بدون رنگ,تهران,360.0,278000000.0
1820,سمند LX EF7 بنزینی,آبی,دنده‌ای,1395,بدون رنگ,تهران,89000.0,75000000.0
1821,جک S5 دنده‌ای,سفید,دنده‌ای,1394,بدون رنگ,اهواز,360.0,205000000.0
1822,پژو پارس ساده,خاکستری,دنده‌ای,1392,بدون رنگ,تهران,139.0,72000000.0
1823,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1383,چند لکه رنگ,کرج,1.0,22000000.0
1824,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1391,دو لکه رنگ,اصفهان,186000.0,49500000.0
1825,پراید 111 SE,سفید,دنده‌ای,1395,یک لکه رنگ,مشهد,88000.0,43200000.0
1826,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1382,چند لکه رنگ,مشهد,250000.0,25800000.0
1827,پژو 206 تیپ ۵,سفید,دنده‌ای,1397,بدون رنگ,شیراز,22000.0,105000000.0
1828,پراید 131 دوگانه‌ سوز,سفید,دنده‌ای,1381,چند لکه رنگ,رشت,200000.0,15500000.0
