,brand,color,gear,year,body,loc,usage,price
1694,24,23,1,8,2,7,240000.0,38000000.0
1695,25,14,1,21,0,8,39000.0,100000000.0
1696,8,14,1,17,0,6,154000.0,72500000.0
1697,26,24,1,19,3,3,90.0,68000000.0
1698,9,14,1,20,2,4,60000.0,88000000.0
1699,15,14,1,13,0,7,110000.0,35000000.0
1700,24,6,1,21,3,8,60000.0,83000000.0
1701,8,14,1,12,0,3,200000.0,45000000.0
1702,24,6,1,10,2,3,150000.0,43700000.0
1703,26,23,1,12,0,0,200.0,52000000.0
1704,9,6,1,11,2,9,140.0,50000000.0
1705,26,7,1,19,0,0,90000.0,66000000.0
1706,4,14,1,20,0,9,360.0,228000000.0
1707,24,7,1,15,1,3,160000.0,57000000.0
1708,10,5,1,9,3,7,320000.0,33000000.0
1709,3,14,0,20,0,7,360.0,258000000.0
1710,13,14,1,17,2,7,130.0,41000000.0
1711,24,23,1,13,1,3,208000.0,53000000.0
1712,19,24,1,21,0,8,24000.0,46500000.0
1713,24,23,1,6,2,7,11111.0,31000000.0
1714,24,23,1,6,2,0,0.0,29000000.0
1715,21,14,1,7,2,3,320000.0,17000000.0
1716,25,14,1,17,0,7,90000.0,75000000.0
1717,17,23,1,12,2,2,213.0,30000000.0
1718,19,14,1,20,0,3,70000.0,45000000.0
1719,8,6,1,17,0,3,60000.0,78000000.0
1720,19,14,1,20,0,3,55.0,43000000.0
1721,17,14,1,13,1,0,200000.0,26200000.0
1722,24,14,1,20,0,7,53000.0,81000000.0
1723,3,14,0,19,0,0,360.0,241000000.0
1724,26,21,1,6,2,8,123.0,25700000.0
1725,12,14,1,18,0,8,40000.0,42500000.0
1726,15,14,1,16,1,0,95000.0,36500000.0
1727,27,6,1,8,1,3,200000.0,40500000.0
1728,26,7,1,21,0,3,25000.0,74000000.0
1729,24,14,1,18,3,0,153300.0,70500000.0
1730,25,6,1,21,0,7,40000.0,103000000.0
1731,26,6,1,7,2,3,300.0,28000000.0
1732,17,13,1,6,2,8,210000.0,17800000.0
1733,25,15,1,18,1,3,150000.0,75000000.0
1734,26,17,1,3,0,7,300000.0,18800000.0
1735,26,23,1,14,2,0,306000.0,40000000.0
1736,24,14,1,18,2,1,180.0,68000000.0
1737,20,14,1,15,3,3,240000.0,31000000.0
1738,26,1,1,4,2,0,111.0,25000000.0
1739,25,14,1,17,3,8,120000.0,75000000.0
1740,25,14,1,17,2,3,140000.0,68800000.0
1741,18,13,1,7,0,3,190.0,21000000.0
1742,19,14,1,21,3,8,50000.0,47000000.0
1743,19,14,1,20,0,3,80000.0,44000000.0
1744,24,6,1,21,3,3,15000.0,84000000.0
1745,16,24,1,16,0,7,167.0,40000000.0
1746,24,14,1,13,2,5,230000.0,53000000.0
1747,26,6,1,13,2,8,250000.0,42000000.0
1748,17,14,1,19,2,5,160000.0,37500000.0
1749,3,14,0,20,0,2,360.0,273000000.0
1750,26,21,1,6,0,3,200000.0,23000000.0
1751,8,13,1,16,1,3,76800.0,57500000.0
1752,25,14,1,20,0,3,80000.0,93000000.0
1753,26,6,1,18,3,3,80000.0,60000000.0
1754,24,22,1,7,1,6,350000.0,35000000.0
1755,0,14,1,19,0,1,63000.0,5500000.0
1756,19,24,1,17,0,3,141.0,37500000.0
1757,26,23,1,14,3,6,240000.0,44500000.0
1758,26,5,1,8,2,3,350000.0,30000000.0
1759,17,14,1,13,0,3,205.0,31500000.0
1760,26,13,1,1,2,8,167778.0,16000000.0
1761,10,20,1,10,3,0,140000.0,40000000.0
1762,24,23,1,14,1,9,207000.0,37000000.0
1763,13,14,1,19,0,3,70000.0,46500000.0
1764,10,14,1,12,0,1,0.0,45000000.0
1765,25,15,1,17,3,3,87000.0,71000000.0
1766,8,15,1,17,0,7,197000.0,67000000.0
1767,25,14,1,20,0,1,27000.0,92000000.0
1768,19,14,1,18,0,5,130.0,42000000.0
1769,25,14,1,19,0,3,160000.0,86000000.0
1770,17,14,1,9,1,0,1234.0,23000000.0
1771,24,14,1,18,3,2,107.0,76000000.0
1772,26,6,1,20,0,3,68000.0,69000000.0
1773,24,0,1,15,0,5,135000.0,60000000.0
1774,0,14,1,19,3,3,100000.0,46000000.0
1775,10,24,1,14,1,3,200000.0,52000000.0
1776,19,14,1,21,0,3,36.0,48000000.0
1777,19,14,1,19,0,8,67000.0,42000000.0
1778,19,14,1,21,0,3,70000.0,46000000.0
1779,17,14,1,3,0,3,80000.0,13700000.0
1780,10,23,1,9,2,3,250.0,35000000.0
1781,3,14,0,19,0,5,360.0,248000000.0
1782,13,14,1,19,0,5,0.0,48500000.0
1783,20,24,1,17,2,1,0.0,37000000.0
1784,26,23,1,16,3,7,138.0,48500000.0
1785,19,14,1,20,0,3,90000.0,44000000.0
1786,26,7,1,19,1,3,56000.0,65000000.0
1787,2,21,1,20,3,3,85000.0,52000000.0
1788,24,1,1,20,0,3,51000.0,82000000.0
1789,19,14,1,22,0,7,0.0,30000000.0
1790,26,7,1,20,3,3,85000.0,65000000.0
1791,23,23,1,11,0,0,260.0,32500000.0
1792,12,14,1,19,1,3,68000.0,44000000.0
1793,25,14,1,19,3,1,8890.0,85000000.0
1794,24,25,1,18,0,8,81000.0,72000000.0
1795,26,23,1,15,0,0,200000.0,48500000.0
1796,24,23,1,7,2,8,363000.0,37500000.0
1797,19,14,1,21,0,3,27000.0,49000000.0
1798,19,14,1,22,0,6,0.0,49000000.0
1799,15,14,1,20,0,7,90000.0,48000000.0
1800,12,14,1,21,0,3,68000.0,46500000.0
1801,8,14,1,18,0,3,115000.0,76000000.0
1802,24,23,1,9,1,7,300.0,44500000.0
1803,19,14,1,20,0,3,39000.0,44000000.0
1804,19,14,1,21,0,3,21000.0,49000000.0
1805,19,14,1,20,0,3,122.0,42700000.0
1806,15,14,1,22,0,3,0.0,27900000.0
1807,26,6,1,17,2,3,220000.0,47000000.0
1808,3,14,0,19,0,5,30000.0,255000000.0
1809,19,14,1,22,0,1,0.0,48500000.0
1810,21,14,1,14,1,6,263613.0,31000000.0
1811,24,14,1,21,0,5,18000.0,86000000.0
1812,27,14,1,18,0,7,0.0,59500000.0
1813,21,14,1,13,1,3,160000.0,25800000.0
1814,27,14,1,16,0,3,11111.0,58000000.0
1815,26,5,1,7,2,3,200000.0,30000000.0
1816,21,21,1,14,2,4,300.0,29000000.0
1817,21,14,1,21,0,3,35000.0,48300000.0
1818,20,23,1,14,0,3,220000.0,30000000.0
1819,3,14,0,21,0,3,360.0,278000000.0
1820,8,0,1,19,0,3,89000.0,75000000.0
1821,4,14,1,18,0,1,360.0,205000000.0
1822,27,6,1,16,0,3,139.0,72000000.0
1823,26,21,1,7,2,8,1.0,22000000.0
1824,26,23,1,15,1,0,186000.0,49500000.0
1825,13,14,1,19,3,7,88000.0,43200000.0
1826,26,21,1,6,2,7,250000.0,25800000.0
1827,25,14,1,21,0,5,22000.0,105000000.0
1828,23,14,1,5,2,4,200000.0,15500000.0
1829,13,14,1,14,2,9,175000.0,32500000.0
1830,24,23,1,8,2,3,190.0,33500000.0
1831,26,6,1,22,0,2,0.0,74000000.0
1832,19,14,1,19,1,5,70000.0,38400000.0
1833,25,23,1,6,2,2,1.0,37000000.0
1834,10,6,1,14,2,2,210000.0,45000000.0
1835,27,23,1,8,3,7,290.0,43000000.0
1836,15,14,1,20,0,0,40000.0,50000000.0
1837,24,21,1,6,1,0,300000.0,26000000.0
1838,21,23,1,15,0,7,60.0,42000000.0
1839,25,15,1,21,0,7,27000.0,99500000.0
1840,4,14,1,19,0,6,40000.0,225000000.0
1841,24,23,1,12,1,7,200000.0,49000000.0
1842,24,24,1,9,1,8,190000.0,41500000.0
1843,24,23,1,7,1,0,200000.0,38000000.0
1844,25,14,1,17,0,7,110000.0,70000000.0
1845,24,14,1,18,0,3,150000.0,72000000.0
1846,17,23,1,9,1,3,300000.0,26500000.0
1847,17,24,1,9,1,7,140000.0,25500000.0
1848,24,14,1,21,0,2,46.0,90000000.0
1849,14,24,1,13,2,5,180000.0,30500000.0
1850,20,21,1,8,1,8,130000.0,20000000.0
1851,12,14,1,0,2,7,111.0,16500000.0
1852,19,14,1,20,0,3,76000.0,45000000.0
1853,16,14,1,22,0,3,60.0,54000000.0
1854,24,23,1,7,1,3,229000.0,38000000.0
1855,27,14,1,11,3,3,220.0,58000000.0
1856,23,14,1,12,2,7,340.0,28500000.0
1857,17,14,1,22,0,3,1.0,15000000.0
1858,26,23,1,15,3,3,180.0,52000000.0
1859,24,21,1,5,2,3,150000.0,23000000.0
1860,9,14,1,16,3,3,244000.0,66000000.0
1861,17,24,1,11,1,3,170000.0,27000000.0
1862,10,14,1,14,2,7,190000.0,50500000.0
1863,25,14,1,20,0,3,21000.0,95000000.0
1864,26,23,1,12,2,9,260000.0,40000000.0
1865,13,14,1,21,0,0,60000.0,52000000.0
1866,26,26,1,3,2,4,300000.0,18000000.0
1867,24,14,1,11,2,8,238000.0,47000000.0
1868,13,14,1,21,0,7,45000.0,50500000.0
1869,10,14,1,12,2,7,162.0,42000000.0
1870,26,21,1,8,2,8,1.0,28800000.0
1871,12,0,1,16,1,3,149000.0,36000000.0
1872,24,23,1,8,2,3,200000.0,35000000.0
1873,0,14,1,21,0,7,47000.0,56500000.0
1874,25,15,1,19,3,3,102000.0,84000000.0
1875,25,23,1,22,0,3,0.0,105750000.0
1876,4,14,1,20,0,0,67000.0,225000000.0
1877,17,23,1,9,1,6,20000.0,22000000.0
1878,5,6,1,22,0,3,0.0,120000000.0
1879,27,23,1,10,2,3,240.0,48000000.0
1880,20,0,1,14,2,9,123.0,34000000.0
1881,25,25,1,18,0,3,18000.0,87000000.0
1882,9,14,1,15,0,3,151000.0,65000000.0
1883,27,21,1,12,2,3,200.0,49000000.0
1884,26,9,1,10,1,9,111111.0,26000000.0
1885,21,14,1,14,3,9,140.0,37000000.0
1886,25,14,1,19,3,8,90000.0,81000000.0
1887,26,24,1,19,2,7,138000.0,60000000.0
1888,26,23,1,13,2,8,219000.0,38000000.0
1889,24,14,1,13,2,3,170.0,49500000.0
1890,21,14,1,17,3,7,132000.0,38000000.0
1891,27,14,1,12,2,5,254000.0,57000000.0
1892,24,21,1,5,2,2,25.0,28000000.0
1893,13,14,1,19,3,3,99000.0,45500000.0
1894,16,23,1,7,2,3,0.0,20000000.0
1895,27,14,1,12,0,2,140.0,65000000.0
1896,24,23,1,7,2,3,274000.0,39500000.0
1897,23,14,1,15,1,7,0.0,38000000.0
1898,27,24,1,15,0,0,1000.0,62000000.0
1899,24,6,1,6,2,7,370000.0,36000000.0
1900,23,24,1,14,0,7,0.0,34700000.0
1901,2,14,1,22,0,3,18000.0,6000000.0
1902,18,15,1,5,2,7,0.0,18000000.0
1903,20,10,1,14,0,3,217.0,33000000.0
1904,20,21,1,8,2,3,250000.0,18500000.0
1905,9,14,1,11,2,8,240000.0,44000000.0
1906,26,24,1,16,3,7,155000.0,53500000.0
1907,24,24,1,10,2,7,200000.0,40800000.0
1908,24,1,1,5,2,7,220000.0,27000000.0
1909,25,14,1,21,0,3,43000.0,102000000.0
1910,13,24,1,19,2,3,80000.0,43000000.0
1911,7,21,1,5,2,2,300000.0,20000000.0
1912,13,23,1,15,2,3,21.0,36000000.0
1913,19,14,1,22,0,9,0.0,5150000.0
1914,12,14,1,21,0,3,31.0,51900000.0
1915,24,23,1,10,2,7,160000.0,43000000.0
1916,26,23,1,13,2,3,190000.0,45000000.0
1917,21,14,1,14,0,3,290000.0,33200000.0
1918,27,23,1,10,1,8,111.0,47500000.0
1919,8,14,1,20,0,5,65000.0,90000000.0
1920,12,24,1,13,0,5,111.0,34000000.0
1921,17,13,1,16,0,3,170.0,40000000.0
1922,19,14,1,21,0,1,24000.0,45500000.0
1923,26,21,1,5,2,3,300000.0,21500000.0
1924,24,14,1,19,0,3,43.0,80000000.0
1925,6,14,1,22,0,3,0.0,122700000.0
1926,0,24,1,19,0,3,120.0,53000000.0
1927,26,24,1,19,0,3,56000.0,6550000.0
1928,24,14,1,15,1,3,200.0,57500000.0
1929,4,21,1,19,0,8,360.0,225000000.0
1930,19,14,1,20,0,9,21500.0,46000000.0
1931,27,6,1,15,0,3,193000.0,68500000.0
1932,19,14,1,18,2,3,102000.0,34500000.0
1933,26,5,1,8,1,3,300.0,35000000.0
1934,27,24,1,14,2,0,183000.0,65000000.0
1935,10,14,1,12,2,0,340000.0,38000000.0
1936,24,14,1,13,2,5,61000.0,58000000.0
1937,27,23,1,8,2,8,340.0,40000000.0
1938,19,24,1,20,0,3,111000.0,44000000.0
1939,24,14,1,12,2,6,230.0,48000000.0
1940,21,5,1,14,0,6,200000.0,34700000.0
1941,24,14,1,19,0,0,47000.0,79000000.0
1942,24,14,1,20,0,5,57000.0,82000000.0
1943,26,23,1,11,2,0,111111.0,37300000.0
1944,24,14,1,15,0,6,225.0,70000000.0
1945,24,6,1,19,0,0,120000.0,74500000.0
1946,26,21,1,7,2,2,0.0,31000000.0
1947,25,14,1,17,0,3,126.0,76000000.0
1948,17,14,1,18,2,3,42000.0,36000000.0
1949,27,14,1,21,0,8,80000.0,90000000.0
1950,19,14,1,19,1,3,90.0,43000000.0
1951,27,23,1,10,2,8,1.0,46500000.0
1952,18,14,1,22,0,7,0.0,47000000.0
1953,10,14,1,16,0,8,140.0,61500000.0
1954,25,23,1,7,3,3,290000.0,45500000.0
1955,27,7,1,20,0,8,36000.0,91000000.0
1956,8,14,1,20,0,6,23000.0,90000000.0
1957,17,14,1,16,1,5,130000.0,29000000.0
1958,26,23,1,12,2,8,190000.0,34000000.0
1959,27,14,1,11,0,3,196.0,59000000.0
1960,26,23,1,9,2,7,8.0,33500000.0
1961,9,14,1,22,0,8,0.0,85000000.0
1962,6,24,1,20,0,8,360.0,115000000.0
1963,17,14,1,19,0,3,40000.0,42000000.0
1964,17,24,1,17,3,7,100000.0,36500000.0
1965,22,14,1,20,3,8,69000.0,39500000.0
1966,19,24,1,20,3,3,51000.0,45000000.0
1967,4,14,1,19,0,8,360.0,225000000.0
1968,25,14,1,19,0,3,62000.0,90000000.0
1969,8,14,1,17,0,7,145.0,65300000.0
1970,16,21,1,11,2,5,11111.0,28000000.0
1971,24,14,1,20,0,8,50000.0,80000000.0
1972,4,14,1,18,0,0,360.0,200000000.0
1973,13,14,1,22,0,3,1.0,52500000.0
1974,8,14,1,20,0,2,71000.0,85000000.0
1975,17,14,1,19,0,1,107.0,46000000.0
1976,19,14,1,22,0,7,8000.0,48200000.0
1977,10,14,1,20,0,5,46000.0,77500000.0
1978,4,14,1,19,0,0,360.0,212000000.0
1979,19,14,1,20,0,3,60000.0,45500000.0
1980,23,23,1,10,1,3,526.0,27000000.0
1981,8,15,1,15,2,1,200000.0,35000000.0
1982,0,23,1,14,2,3,183.0,35500000.0
1983,6,14,1,21,0,7,360.0,120000000.0
1984,4,14,1,20,0,0,82000.0,225000000.0
1985,26,9,1,10,2,7,680.0,22000000.0
1986,19,15,1,20,0,7,90000.0,45500000.0
1987,24,14,1,20,2,8,90000.0,72000000.0
1988,19,14,1,19,0,8,35000.0,43500000.0
1989,27,21,1,5,2,2,125698.0,34000000.0
1990,6,14,1,19,0,3,51000.0,107000000.0
1991,10,14,1,15,3,7,12345.0,51000000.0
1992,25,15,1,19,3,5,62000.0,78500000.0
1993,8,14,1,16,3,6,360.0,65000000.0
1994,26,23,1,10,1,8,100.0,36000000.0
1995,0,21,1,19,0,7,45000.0,46400000.0
1996,24,23,1,9,0,7,230000.0,45000000.0
1997,19,14,1,19,3,5,12000.0,43800000.0
1998,3,14,1,21,0,8,20000.0,280000000.0
1999,9,9,1,21,0,8,70000.0,77000000.0
2000,20,14,1,15,1,1,160000.0,29400000.0
2001,24,14,0,19,0,7,120.0,75000000.0
2002,27,21,1,7,2,3,270000.0,40000000.0
2003,9,14,1,15,2,0,186000.0,58000000.0
2004,26,23,1,21,0,8,19000.0,75000000.0
2005,25,14,1,20,0,3,70000.0,90000000.0
2006,26,26,1,6,2,3,180.0,25000000.0
2007,15,14,1,17,0,7,16.0,43500000.0
2008,27,23,1,10,1,2,300000.0,45000000.0
2009,10,14,1,12,1,0,210000.0,46000000.0
2010,21,23,1,7,0,3,200000.0,24000000.0
2011,25,14,1,19,1,3,0.0,78000000.0
2012,27,14,1,12,2,3,270000.0,53000000.0
2013,17,14,1,21,0,8,50000.0,45000000.0
2014,13,14,1,21,0,3,40000.0,50000000.0
2015,26,6,1,15,2,3,165000.0,45500000.0
2016,26,21,1,7,2,8,229000.0,21800000.0
2017,18,14,1,16,1,5,180.0,34000000.0
2018,17,14,1,5,2,3,300000.0,15500000.0
2019,25,14,1,18,2,8,90.0,75000000.0
2020,2,23,1,22,0,1,0.0,37000000.0
2021,24,14,1,12,2,1,13560.0,49000000.0
2022,27,14,1,13,3,7,230000.0,56000000.0
2023,24,14,1,12,2,2,18100.0,53000000.0
2024,13,14,1,19,3,7,90000.0,45500000.0
2025,24,14,1,18,0,3,104.0,71000000.0
2026,27,6,1,16,0,3,139000.0,71000000.0
2027,24,6,1,6,1,4,297000.0,31000000.0
2028,21,14,1,14,0,8,190000.0,3600000.0
2029,24,21,1,8,2,7,260000.0,36000000.0
2030,3,14,0,20,0,3,60000.0,265000000.0
2031,23,14,1,20,2,9,90.0,45000000.0
2032,26,23,1,12,1,7,298000.0,39000000.0
2033,24,14,1,19,0,1,58000.0,79000000.0
2034,10,14,1,20,0,2,50000.0,74000000.0
2035,24,23,1,7,2,0,340000.0,38000000.0
2036,24,23,1,8,1,0,220000.0,40000000.0
2037,25,1,1,19,0,0,134000.0,90000000.0
2038,10,24,1,8,2,7,0.0,27500000.0
2039,24,18,1,7,2,8,309000.0,40000000.0
2040,4,14,1,18,0,3,60000.0,198000000.0
2041,4,14,1,20,0,5,60000.0,260000000.0
2042,27,21,1,21,0,3,37000.0,97000000.0
2043,27,21,1,20,1,3,56800.0,84000000.0
2044,24,23,1,7,2,3,370000.0,37000000.0
2045,24,23,1,7,2,7,280000.0,35000000.0
2046,26,23,1,9,2,0,110.0,35000000.0
2047,9,14,1,14,2,7,250000.0,48000000.0
2048,5,15,1,22,0,3,0.0,123500000.0
2049,27,14,1,16,1,7,300000.0,62000000.0
2050,27,21,1,5,3,8,120000.0,33000000.0
2051,27,14,1,12,2,4,300.0,48500000.0
2052,19,14,1,20,0,8,34000.0,46000000.0
2053,25,14,1,20,0,3,80000.0,88000000.0
2054,5,21,1,19,0,3,63000.0,102000000.0
2055,17,14,1,5,2,0,111111.0,16500000.0
2056,26,24,1,16,0,9,295.0,58000000.0
2057,24,23,1,7,1,0,190000.0,38500000.0
2058,24,23,1,7,2,3,276000.0,31000000.0
2059,19,0,1,19,1,3,72321.0,38000000.0
2060,16,21,1,10,3,5,350000.0,30000000.0
2061,19,14,1,21,0,3,1500.0,48000000.0
2062,19,14,1,21,1,7,60000.0,41800000.0
2063,13,14,1,21,0,3,20000.0,53250000.0
2064,21,23,1,13,3,3,300000.0,28000000.0
2065,8,14,1,21,0,3,4000.0,93000000.0
2066,8,14,1,21,0,5,50000.0,92000000.0
2067,8,14,1,20,0,3,86000.0,82000000.0
2068,9,9,1,18,0,7,212000.0,48000000.0
2069,10,21,1,17,0,3,107000.0,64000000.0
2070,27,6,1,10,2,7,229.0,43500000.0
2071,26,1,1,6,1,9,1.0,28500000.0
2072,25,14,1,19,0,3,84000.0,86000000.0
2073,26,23,1,8,2,7,250.0,25500000.0
2074,10,14,1,22,0,3,0.0,81500000.0
2075,19,14,1,20,3,9,100.0,40000000.0
2076,24,14,1,21,0,3,74000.0,82000000.0
2077,21,14,1,14,2,7,310617.0,29000000.0
2078,24,14,1,18,1,3,76000.0,65000000.0
2079,26,7,1,16,0,7,110000.0,55000000.0
2080,24,6,1,20,1,9,70000.0,75600000.0
2081,24,6,1,10,2,0,240000.0,43000000.0
2082,9,14,1,18,2,2,100000.0,75000000.0
2083,26,23,1,13,3,5,200.0,38500000.0
2084,26,23,1,12,0,0,190000.0,42800000.0
2085,17,0,1,22,0,2,100.0,45700000.0
2086,7,14,1,17,0,5,155000.0,63000000.0
2087,24,14,1,21,0,7,32000.0,85000000.0
2088,26,26,1,4,2,3,300000.0,24000000.0
2089,21,14,1,21,1,3,60000.0,46200000.0
2090,24,14,1,21,0,0,18000.0,84500000.0
2091,13,14,1,20,0,0,0.0,50000000.0
2092,13,14,1,21,1,8,55000.0,48500000.0
2093,21,14,1,14,2,7,230000.0,33000000.0
2094,24,6,1,13,2,8,250000.0,50000000.0
2095,12,14,1,19,0,3,85000.0,46000000.0
2096,27,14,1,16,0,3,100.0,75000000.0
2097,8,14,1,17,3,0,115000.0,50000000.0
2098,26,6,1,17,3,3,97.0,60000000.0
2099,25,14,1,17,0,0,160.0,77000000.0
2100,24,23,1,13,2,2,154000.0,55000000.0
2101,19,14,1,21,2,2,45000.0,42500000.0
2102,26,23,1,11,2,9,140000.0,39050000.0
2103,24,14,1,15,2,3,116000.0,61000000.0
2104,19,14,1,20,0,1,90000.0,42500000.0
2105,17,21,1,8,3,3,200000.0,21000000.0
2106,19,14,1,22,0,8,0.0,24500000.0
2107,24,6,1,14,1,3,161000.0,56800000.0
2108,21,14,1,14,1,3,230.0,28000000.0
2109,25,14,1,21,0,3,24000.0,95000000.0
2110,25,14,1,16,0,5,10000.0,70000000.0
2111,26,21,1,7,0,7,300000.0,28500000.0
2112,19,14,1,20,0,3,50000.0,46000000.0
2113,6,14,1,19,0,3,360.0,105000000.0
2114,26,23,1,10,2,7,324000.0,33500000.0
2115,24,14,1,13,3,7,119000.0,55000000.0
2116,24,7,1,10,2,5,1.0,38500000.0
2117,10,14,1,19,0,5,120000.0,68000000.0
2118,25,14,1,18,2,3,118954.0,71000000.0
2119,17,14,1,6,3,0,253000.0,20000000.0
2120,26,6,1,21,0,8,30.0,77500000.0
2121,26,6,1,20,0,3,67000.0,70000000.0
2122,26,5,1,2,2,5,290000.0,23000000.0
2123,26,6,1,12,3,3,210000.0,43000000.0
2124,19,0,1,19,0,3,100000.0,41500000.0
2125,16,14,1,17,0,3,100000.0,39000000.0
2126,24,14,1,20,0,8,60000.0,82000000.0
2127,9,23,1,8,3,0,200000.0,35000000.0
2128,19,14,1,19,3,6,110.0,41700000.0
2129,26,23,1,9,3,3,230000.0,35000000.0
2130,26,6,1,13,0,8,180.0,52700000.0
2131,24,23,1,7,1,2,300.0,37000000.0
2132,17,14,1,22,0,3,0.0,26000000.0
2133,24,21,1,6,2,7,111.0,29000000.0
2134,10,24,1,12,0,3,280000.0,45500000.0
2135,26,23,1,14,1,0,190.0,46000000.0
2136,24,23,1,9,1,4,21.0,50000000.0
2137,2,14,1,22,0,5,0.0,22700000.0
2138,7,24,1,14,1,3,260000.0,48000000.0
2139,17,14,1,19,2,3,120000.0,42000000.0
2140,8,14,1,20,0,3,46000.0,87000000.0
2141,27,6,1,16,1,3,130.0,75000000.0
2142,13,14,1,21,0,7,35.0,49300000.0
2143,8,14,1,20,0,2,71000.0,85000000.0
2144,24,21,1,20,0,3,38000.0,81500000.0
2145,10,14,1,19,0,7,48000.0,73000000.0
2146,24,14,1,15,3,3,190000.0,63000000.0
2147,24,14,1,18,1,3,76000.0,70000000.0
2148,10,14,1,18,0,3,97000.0,66000000.0
2149,17,14,1,4,2,1,0.0,13000000.0
2150,25,6,1,19,0,3,82.0,81000000.0
2151,26,23,1,18,0,1,100000.0,37000000.0
2152,19,14,1,21,0,1,30000.0,48000000.0
2153,13,14,1,20,3,7,60000.0,46500000.0
2154,10,14,1,20,0,3,55000.0,75500000.0
2155,8,14,1,18,0,5,360.0,75000000.0
2156,27,6,1,9,2,8,360000.0,46000000.0
2157,27,14,1,21,3,3,75000.0,91000000.0
2158,2,14,1,14,3,3,220.0,45800000.0
2159,24,14,1,14,0,3,74.0,65000000.0
2160,26,6,1,16,1,9,140.0,60000000.0
2161,21,14,1,18,2,8,80000.0,38000000.0
2162,21,14,1,14,3,3,370000.0,30000000.0
2163,25,23,1,10,2,9,280000.0,48000000.0
2164,19,14,1,17,0,7,169000.0,36000000.0
2165,8,14,1,17,0,2,150.0,67000000.0
2166,27,14,1,19,3,4,125000.0,87000000.0
2167,26,23,1,10,1,3,300.0,42000000.0
2168,24,14,1,12,2,6,288000.0,51000000.0
2169,20,6,1,14,1,5,21000.0,28000000.0
2170,19,14,1,22,0,6,2500.0,49500000.0
2171,27,14,1,17,1,8,140000.0,76800000.0
2172,21,14,1,15,2,3,218000.0,32000000.0
2173,24,23,1,8,0,3,200.0,42300000.0
2174,6,14,1,20,0,3,90000.0,115000000.0
2175,24,24,1,10,2,3,280000.0,40000000.0
2176,25,14,1,20,0,8,83000.0,91700000.0
2177,26,23,1,11,2,3,244000.0,35000000.0
2178,13,14,1,20,1,3,25.0,44800000.0
2179,26,24,1,20,0,3,70000.0,70000000.0
2180,24,5,1,7,1,7,320000.0,38000000.0
2181,26,23,1,13,0,8,150.0,50000000.0
2182,20,14,1,11,3,3,235.0,31000000.0
2183,24,24,1,14,1,3,200000.0,54000000.0
2184,23,23,1,11,2,8,200.0,28800000.0
2185,6,14,1,19,0,2,360.0,109000000.0
2186,24,5,1,5,2,3,270000.0,33000000.0
2187,8,6,1,21,0,3,60000.0,88000000.0
2188,26,23,1,19,0,5,80000.0,65000000.0
2189,26,21,1,7,2,3,295.0,31500000.0
2190,8,14,1,22,0,3,0.0,101000000.0
2191,17,14,1,13,2,7,30000.0,28000000.0
2192,19,14,1,21,0,5,34000.0,48700000.0
2193,17,14,1,20,0,3,52.0,46000000.0
2194,25,15,1,9,2,3,32844.0,55000000.0
2195,10,21,1,14,3,0,180000.0,48000000.0
2196,18,14,1,16,0,9,57000.0,35500000.0
2197,23,14,1,15,2,9,220000.0,31000000.0
2198,25,23,1,9,2,3,220.0,45000000.0
2199,27,6,1,14,2,3,140.0,61000000.0
2200,19,14,1,20,3,3,54000.0,45000000.0
2201,20,14,1,15,1,3,210000.0,31900000.0
2202,24,14,1,21,0,8,25000.0,87000000.0
2203,9,14,1,18,0,7,98.0,83000000.0
2204,17,21,1,7,3,3,300000.0,20000000.0
2205,25,23,1,14,2,5,180000.0,59000000.0
2206,3,14,0,20,0,2,360.0,260000000.0
2207,25,14,1,18,0,5,134000.0,79000000.0
2208,24,14,1,13,3,7,200000.0,55000000.0
2209,20,14,1,20,0,5,60000.0,35200000.0
2210,3,14,0,19,0,3,43000.0,250000000.0
2211,24,23,1,9,0,7,280000.0,45000000.0
2212,24,23,1,6,2,8,280.0,29800000.0
2213,24,14,1,13,0,3,160000.0,52000000.0
2214,21,14,1,15,2,6,130000.0,31500000.0
2215,6,6,1,18,1,9,96000.0,90000000.0
2216,20,26,1,3,0,3,300000.0,15800000.0
2217,15,0,1,15,3,7,240000.0,36000000.0
2218,24,14,1,19,3,8,45000.0,78000000.0
2219,24,14,1,22,0,3,0.0,87500000.0
2220,25,0,1,17,1,3,120000.0,75000000.0
2221,24,14,1,22,0,7,0.0,90000000.0
2222,10,14,1,18,2,3,110000.0,63000000.0
2223,26,26,1,4,0,3,285000.0,23000000.0
2224,26,6,1,17,2,9,104000.0,56000000.0
2225,26,7,1,15,2,7,260.0,37000000.0
2226,15,14,1,14,0,7,0.0,39000000.0
2227,17,14,1,22,0,8,0.0,47500000.0
2228,8,14,1,14,2,6,208000.0,43000000.0
2229,24,14,1,21,0,3,70000.0,86000000.0
2230,13,14,1,14,1,1,300000.0,28000000.0
2231,19,14,1,22,0,3,3800.0,49500000.0
2232,24,14,1,22,0,3,0.0,50000000.0
2233,24,6,1,13,1,0,123200.0,53000000.0
2234,19,14,1,19,0,7,116000.0,41000000.0
2235,26,23,1,17,2,3,165000.0,48200000.0
2236,25,14,1,17,1,7,130.0,74000000.0
2237,10,14,1,13,3,0,190000.0,49000000.0
