,brand,color,gear,year,body,loc,usage,price
350,17,26,1,8,2,5,1111.0,15000000.0
351,24,14,1,20,0,5,70000.0,81000000.0
352,23,14,1,21,0,3,1.0,17000000.0
353,24,5,1,8,2,7,250000.0,39000000.0
354,27,23,1,10,0,3,186000.0,49000000.0
355,10,14,1,21,0,3,29000.0,80000000.0
356,22,14,1,16,3,8,188.0,44000000.0
357,25,14,1,22,1,1,4000.0,105000000.0
358,3,14,0,20,0,7,360.0,255000000.0
359,13,14,1,20,1,3,50000.0,46000000.0
360,27,24,1,9,0,7,250.0,50000000.0
361,26,23,1,17,0,7,140.0,65000000.0
362,10,23,1,12,2,0,300000.0,41000000.0
363,19,23,1,13,2,8,210.0,28500000.0
364,19,14,1,19,0,5,118000.0,39000000.0
365,24,14,1,12,2,5,300000.0,49500000.0
366,24,23,1,9,2,8,250.0,38600000.0
367,17,14,1,19,2,8,110000.0,40500000.0
368,19,14,1,21,0,8,36000.0,45500000.0
369,15,14,1,19,0,5,90000.0,46500000.0
370,10,14,1,16,0,4,143.0,57500000.0
371,13,14,1,21,0,5,32000.0,52500000.0
372,24,14,1,14,2,3,40000.0,55000000.0
373,18,21,1,12,2,8,400.0,26500000.0
374,10,14,1,15,2,3,175000.0,55000000.0
375,17,23,1,11,2,6,200.0,27000000.0
376,6,14,1,21,0,8,360.0,121000000.0
377,24,26,1,6,1,8,0.0,30000000.0
378,24,14,1,19,0,9,50291.0,77500000.0
379,24,15,1,20,0,8,42.0,77000000.0
380,25,14,1,19,3,0,104000.0,85000000.0
381,19,14,1,20,0,8,75000.0,43000000.0
382,26,26,1,5,2,4,200000.0,28000000.0
383,27,14,1,18,3,3,101000.0,76000000.0
384,19,14,1,20,0,1,61500.0,35000000.0
385,24,14,1,19,0,2,75.0,75600000.0
386,20,14,1,14,2,3,130.0,28300000.0
387,17,14,1,8,2,2,20000.0,22000000.0
388,10,14,1,18,0,7,110.0,67000000.0
389,19,14,1,20,0,3,50000.0,45800000.0
390,21,24,1,12,2,3,105.0,27000000.0
391,27,14,1,16,2,1,11.0,63000000.0
392,26,23,1,8,2,3,230000.0,33000000.0
393,24,14,1,21,0,3,27000.0,86700000.0
394,26,6,1,20,0,9,53000.0,70000000.0
395,2,14,1,22,0,3,0.0,57000000.0
396,26,6,1,20,0,3,40000.0,70000000.0
397,26,24,1,3,2,8,250000.0,22500000.0
398,25,5,1,7,2,0,360000.0,29000000.0
399,21,14,1,19,1,9,58000.0,40000000.0
400,25,21,1,20,0,3,60000.0,98000000.0
401,26,24,1,7,1,3,200000.0,29000000.0
402,13,14,1,18,3,6,200000.0,38000000.0
403,5,14,1,22,0,5,0.0,128500000.0
404,19,14,1,22,0,0,10000.0,49500000.0
405,24,14,1,22,0,7,0.0,90000000.0
406,23,20,1,14,3,8,247.0,33000000.0
407,25,14,1,21,0,8,45000.0,100000000.0
408,24,23,1,6,2,8,141111.0,33800000.0
409,25,14,1,21,0,3,25000.0,60000000.0
410,8,14,1,18,0,8,44000.0,74000000.0
411,25,14,1,19,0,6,95000.0,85500000.0
412,24,5,1,7,2,7,60000.0,34000000.0
413,24,23,1,7,2,7,10.0,36000000.0
414,19,23,1,19,0,7,140000.0,41500000.0
415,13,14,1,21,0,5,21000.0,51500000.0
416,24,14,1,21,0,7,44000.0,87000000.0
417,26,24,1,21,0,3,40000.0,72000000.0
418,17,24,1,10,3,3,260.0,30000000.0
419,16,14,1,21,0,7,25000.0,46500000.0
420,24,15,1,22,0,3,0.0,90000000.0
421,19,14,1,21,0,3,26000.0,48500000.0
422,19,24,1,11,2,9,160000.0,21000000.0
423,13,14,1,21,0,0,33000.0,52000000.0
424,19,14,1,22,0,7,0.0,48000000.0
425,26,26,1,4,0,3,280000.0,25000000.0
426,24,14,1,22,0,8,0.0,90500000.0
427,19,14,1,17,2,3,150000.0,35500000.0
428,1,14,1,18,1,5,140000.0,45000000.0
429,25,14,1,8,2,7,200000.0,33000000.0
430,19,14,1,20,0,3,17000.0,46500000.0
431,24,6,1,6,2,3,270000.0,33500000.0
432,26,21,1,13,1,3,185000.0,38800000.0
433,27,26,1,5,2,7,111.0,27000000.0
434,25,6,1,8,1,3,216.0,52000000.0
435,25,0,1,20,0,3,43.0,95000000.0
436,26,23,1,18,0,7,90000.0,61000000.0
437,24,23,1,6,3,3,160.0,40000000.0
438,3,23,0,20,0,3,26000.0,269000000.0
439,27,21,1,15,0,5,225000.0,67000000.0
440,9,14,1,17,0,9,90000.0,69000000.0
441,20,23,1,13,2,0,200.0,31000000.0
442,24,23,1,7,2,7,41000.0,27000000.0
443,21,14,1,17,2,9,80.0,32800000.0
444,17,14,1,20,0,7,60.0,37500000.0
445,20,14,1,15,2,3,105000.0,33000000.0
446,12,14,1,22,0,3,0.0,20000000.0
447,6,14,1,21,0,7,40000.0,123000000.0
448,25,14,1,22,0,3,1.0,108000000.0
449,8,14,1,21,0,6,44000.0,79000000.0
450,20,14,1,14,0,5,66000.0,27000000.0
451,19,14,1,17,3,7,102000.0,37700000.0
452,24,21,1,6,3,3,340.0,35000000.0
453,25,23,1,17,0,3,67000.0,80000000.0
454,24,24,1,9,2,1,85.0,34000000.0
455,24,14,1,20,3,3,49000.0,77500000.0
456,21,15,1,12,2,2,200000.0,26500000.0
457,10,0,1,16,0,3,82000.0,61500000.0
458,3,24,0,20,0,8,360.0,268000000.0
459,10,22,1,10,1,3,0.0,41500000.0
460,3,14,0,21,0,3,20000.0,280000000.0
461,27,14,1,16,0,7,159000.0,65000000.0
462,24,14,1,20,0,5,68000.0,80000000.0
463,27,6,1,12,0,6,260.0,56500000.0
464,19,14,1,18,0,2,120.0,42000000.0
465,9,14,1,17,2,3,85000.0,76000000.0
466,10,14,1,13,3,7,180000.0,48500000.0
467,19,14,1,21,3,0,75000.0,43500000.0
468,12,14,1,19,0,7,95000.0,45000000.0
469,13,14,1,21,0,3,25000.0,44000000.0
470,24,14,1,19,3,3,80000.0,79000000.0
471,25,14,1,20,0,3,60000.0,92000000.0
472,24,26,1,5,2,2,200000.0,25800000.0
473,16,0,1,14,0,7,300000.0,32300000.0
474,27,23,1,8,2,8,40000.0,43500000.0
475,27,14,1,18,0,3,40000.0,82000000.0
476,3,14,0,21,0,0,360.0,276000000.0
477,27,24,1,10,2,3,240.0,44000000.0
478,19,14,1,19,0,3,120000.0,41300000.0
479,27,6,1,22,0,3,14000.0,100000000.0
480,26,6,1,16,3,3,190000.0,53000000.0
481,26,23,1,9,0,3,186.0,41000000.0
482,26,21,1,6,2,0,300.0,26500000.0
483,7,14,1,17,1,3,172000.0,58000000.0
484,17,14,1,19,3,3,73.0,43000000.0
485,26,7,1,17,2,0,67000.0,55000000.0
486,26,7,1,2,2,8,160000.0,23000000.0
487,26,21,1,16,1,3,170000.0,47500000.0
488,25,14,1,20,0,1,0.0,102000000.0
489,19,14,1,20,0,8,56000.0,46000000.0
490,19,14,1,20,0,3,80000.0,45200000.0
491,24,23,1,7,2,2,345000.0,34500000.0
492,10,23,1,9,2,4,250000.0,36000000.0
493,17,14,1,22,0,6,0.0,49500000.0
494,13,14,1,20,0,3,60.0,49000000.0
495,0,14,1,21,0,3,105.0,55000000.0
496,19,14,1,15,0,6,91.0,37500000.0
497,26,14,1,15,1,2,125000.0,52000000.0
498,24,23,1,8,2,3,290.0,36000000.0
499,25,14,1,17,0,7,125000.0,75000000.0
500,24,23,1,8,2,3,320000.0,38000000.0
501,19,14,1,21,2,6,80000.0,38500000.0
502,27,6,1,18,3,8,110.0,80000000.0
503,10,14,1,20,0,0,85000.0,74000000.0
504,26,23,1,15,0,3,120.0,57000000.0
505,24,14,1,20,1,3,48000.0,75500000.0
506,8,14,1,21,0,2,35000.0,93000000.0
507,8,14,1,18,0,3,113000.0,74000000.0
508,9,14,1,12,3,7,300000.0,51000000.0
509,25,14,1,19,3,3,59000.0,89000000.0
510,6,14,1,19,0,5,85000.0,102000000.0
511,24,23,1,10,2,9,185.0,45000000.0
512,27,21,1,6,2,8,111111.0,36000000.0
513,27,14,1,15,0,3,105000.0,68000000.0
514,2,14,1,19,0,3,105.0,50000000.0
515,3,14,0,21,0,2,8000.0,281000000.0
516,25,15,1,18,0,9,78.0,83000000.0
517,12,24,1,20,0,3,7000.0,49000000.0
518,23,23,1,14,2,3,150.0,29000000.0
519,25,21,1,19,0,3,74000.0,85000000.0
520,25,24,1,8,2,8,111111.0,41500000.0
521,19,14,1,21,0,8,20000.0,48000000.0
522,26,5,1,7,3,8,48000.0,30000000.0
523,17,14,1,5,2,1,390000.0,16000000.0
524,26,11,1,0,2,0,375000.0,13500000.0
525,6,0,1,20,0,2,63000.0,114000000.0
526,20,23,1,13,1,7,140.0,31000000.0
527,5,6,1,20,1,8,69.0,98000000.0
528,10,14,1,16,1,5,192000.0,52000000.0
529,20,23,1,15,3,8,212.0,33000000.0
530,17,14,1,22,0,3,0.0,26000000.0
531,25,14,1,19,0,8,56000.0,83500000.0
532,27,23,1,6,0,3,300000.0,27000000.0
533,25,14,1,19,3,8,89000.0,85000000.0
534,19,14,1,21,0,3,37000.0,48500000.0
535,27,23,1,12,0,7,140.0,62000000.0
536,25,14,1,16,0,0,150000.0,75000000.0
537,9,14,1,19,1,2,75000.0,80700000.0
538,27,14,1,16,1,1,150.0,70000000.0
539,19,14,1,22,0,2,0.0,49400000.0
540,26,23,1,14,1,5,200000.0,43500000.0
541,9,14,1,20,1,7,72000.0,89000000.0
542,24,21,1,5,2,4,1.0,25000000.0
543,22,15,1,17,3,7,150000.0,36500000.0
544,10,6,1,14,2,1,272000.0,41000000.0
545,9,14,1,14,2,6,290000.0,52000000.0
546,24,23,1,9,2,7,240000.0,40000000.0
547,26,23,1,11,2,2,310.0,37000000.0
548,27,21,1,19,0,8,120000.0,84000000.0
549,9,14,1,15,0,2,157.0,68000000.0
550,4,6,1,20,0,2,52000.0,225000000.0
551,13,14,1,22,0,3,1100.0,51600000.0
552,8,14,1,14,0,0,185000.0,58000000.0
553,26,23,1,10,2,0,200000.0,36700000.0
554,27,14,1,13,0,3,190.0,61000000.0
555,13,14,1,17,3,3,90000.0,40000000.0
556,26,7,1,20,2,3,30000.0,57000000.0
557,24,14,1,12,1,3,150000.0,52200000.0
558,0,14,1,20,0,8,150000.0,48000000.0
559,24,6,1,14,0,3,167000.0,59500000.0
560,24,23,1,22,0,2,0.0,38000000.0
561,13,14,1,21,0,3,50000.0,50000000.0
562,24,14,1,20,0,3,94000.0,79000000.0
563,8,14,1,22,0,5,0.0,101000000.0
